,row,col,type,id,bool1,X1,Y1,X2,Y2,bool2,XG,YG,Lng,Ang,typeH,proche route,proche canal,perp route,perp canal,paral route,paral canal
46,0,3,H,11831,1.0,308498.564192,2402942.004585,308519.188864,2402941.000713,1.0,308508.876528,2402941.502649,20.649088,1.619431,HV,1,0,1,0,0,0
47,0,3,H,11857,1.0,308750.968705,2402966.245033,308754.749889,2402972.006665,1.0,308752.859297,2402969.125849,6.891571,0.58077,HO,1,0,0,0,1,0
48,0,3,H,11866,1.0,308794.967585,2402990.253545,308803.329409,2402994.196233,1.0,308799.148497,2402992.224889,9.244722,1.130199,HO,1,0,0,0,1,0
49,0,3,H,11869,1.0,308754.749889,2402972.006665,308787.405569,2403000.000969,1.0,308771.077729,2402986.003817,43.012492,0.862104,HO,1,0,1,0,0,0
50,0,3,H,11877,1.0,308804.101601,2403008.550665,308800.467873,2403018.755849,1.0,308802.284737,2403013.653257,10.832809,2.799523,HP,1,0,1,0,0,0
58,0,3,H,11955,1.0,308149.595008,2403112.749033,308199.094176,2403109.999081,1.0,308174.344592,2403111.374057,49.575497,1.626295,HV,1,0,1,0,0,0
59,0,3,H,11969,1.0,308448.060224,2403139.550857,308448.061152,2403134.501257,1.0,308448.060688,2403137.026057,5.0496,3.141409,HP,1,0,0,0,1,0
60,0,3,H,11970,1.0,308448.061152,2403134.501257,308452.74992,2403125.247497,1.0,308450.405536,2403129.874377,10.373843,2.672609,HO,1,0,0,0,1,0
61,0,3,H,11973,1.0,308456.531104,2403101.996617,308454.688672,2403085.002089,1.0,308455.609888,2403093.499353,17.094108,0.107991,HP,1,0,0,0,0,0
62,0,3,H,11977,1.0,308149.595008,2403112.749033,308149.595008,2403144.497193,1.0,308149.595008,2403128.623113,31.74816,0.0,HP,1,0,0,0,1,0
63,0,3,H,11982,1.0,308149.595008,2403144.497193,308173.65712,2403148.003625,1.0,308161.626064,2403146.250409,24.316256,1.426091,HV,1,0,1,0,0,0
64,0,3,H,11983,1.0,308235.65472,2403149.502281,308251.219552,2403150.753577,1.0,308243.437136,2403150.127929,15.615048,1.490576,HV,1,0,0,0,1,0
65,0,3,H,11994,1.0,308448.060224,2403139.550857,308448.061152,2403144.002409,1.0,308448.060688,2403141.776633,4.451552,0.000208,HP,1,0,0,0,0,0
70,0,3,H,12101,1.0,308511.530144,2403299.250985,308524.592416,2403312.244233,1.0,308518.06128,2403305.747609,18.4241,0.788047,HO,1,0,0,0,1,0
71,0,3,H,12102,1.0,308524.592416,2403312.244233,308541.532224,2403317.744169,1.0,308533.06232,2403314.994201,17.810289,1.256858,HV,1,0,0,0,1,0
72,0,3,H,12120,1.0,308560.218112,2403339.249001,308570.529952,2403353.244009,1.0,308565.374032,2403346.246505,17.383736,0.635014,HO,1,0,0,0,1,0
73,0,3,H,12137,1.0,308559.18624,2403372.002089,308563.875584,2403357.000009,1.0,308561.530912,2403364.501049,15.717899,2.838635,HP,1,0,1,0,0,0
74,0,3,H,12138,1.0,308563.875584,2403357.000009,308570.529952,2403353.244009,1.0,308567.202768,2403355.122009,7.641214,2.084659,HO,1,0,1,0,0,0
76,0,3,H,12149,1.0,308575.12144,2403344.011593,308589.092544,2403351.500105,1.0,308582.106992,2403347.755849,15.851484,1.078765,HO,1,0,0,0,1,0
77,0,3,H,12150,1.0,308589.092544,2403351.500105,308625.27328,2403381.386889,1.0,308607.182912,2403366.443497,46.928302,0.880377,HO,1,0,0,0,1,0
78,0,3,H,12153,1.0,308613.374624,2403385.997385,308625.27328,2403381.386889,1.0,308619.323952,2403383.692137,12.76067,1.940464,HO,1,0,1,0,0,0
81,0,3,H,12266,1.0,308358.46768,2402882.247785,308357.241152,2402892.754665,1.0,308357.854416,2402887.501225,10.578228,3.025383,HP,1,0,1,0,0,0
82,0,3,H,12267,1.0,308148.343712,2402965.502857,308214.404352,2402963.092393,1.0,308181.374032,2402964.297625,66.104603,1.607269,HV,1,0,0,0,1,0
83,0,3,H,12273,1.0,308038.1256,2403354.497449,308039.098976,2403327.621385,1.0,308038.612288,2403341.059417,26.893685,3.105391,HP,1,0,1,0,0,0
84,0,3,H,12275,1.0,308436.813984,2403174.746633,308444.28,2403153.503529,1.0,308440.546992,2403164.125081,22.516902,2.803621,HP,1,0,0,0,1,0
89,0,3,H,12286,1.0,308741.687617,2402809.250376,308763.331713,2402801.179208,1.0,308752.509665,2402805.214792,23.100014,1.927728,HO,1,0,1,0,0,0
94,0,3,H,12296,1.0,308563.999264,2403330.999145,308570.406752,2403319.751945,1.0,308567.203008,2403325.375545,12.94432,2.623753,HO,1,0,1,0,0,0
104,0,3,H,12343,1.0,308730.344288,2402603.251208,308755.437409,2402589.254184,1.0,308742.890849,2402596.252696,28.732932,2.079611,HO,1,0,0,0,1,0
106,0,4,H,11605,1.0,309852.751714,2402618.747144,309863.311426,2402618.747144,1.0,309858.03157,2402618.747144,10.559712,1.570796,HV,1,0,0,0,1,0
107,0,4,H,11606,1.0,309863.311426,2402618.747144,309863.187714,2402612.243368,1.0,309863.24957,2402615.495256,6.504952,0.019019,HP,1,0,1,0,0,0
108,0,4,H,11607,1.0,309863.187714,2402612.243368,309882.657442,2402616.244616,1.0,309872.922578,2402614.243992,19.876627,1.368107,HV,1,0,0,0,1,0
109,0,4,H,11650,1.0,308945.597537,2402653.673608,308946.751777,2402661.000328,1.0,308946.174657,2402657.336968,7.417081,0.156254,HP,1,0,0,0,1,0
112,0,4,H,11768,1.0,309457.844705,2402777.50292,309456.469505,2402785.242952,1.0,309457.157105,2402781.372936,7.861251,2.965754,HP,1,1,0,0,1,1
113,0,4,H,11769,1.0,309456.469505,2402785.242952,309461.625633,2402794.496712,1.0,309459.047569,2402789.869832,10.593287,0.508349,HO,1,1,0,0,0,1
114,0,4,H,11770,1.0,309461.625633,2402794.496712,309479.967809,2402799.749224,1.0,309470.796721,2402797.122968,19.079421,1.291897,HV,1,0,1,0,0,0
115,0,4,H,11771,1.0,309479.967809,2402799.749224,309483.748993,2402810.006888,1.0,309481.858401,2402804.878056,10.932384,0.353166,HO,1,0,0,0,1,0
116,0,4,H,11772,1.0,309483.748993,2402810.006888,309477.314209,2402841.245897,1.0,309480.531601,2402825.626393,31.894861,2.938448,HP,1,0,0,0,1,0
117,0,4,H,11783,1.0,309773.470497,2402846.251017,309781.280257,2402855.243081,1.0,309777.375377,2402850.747049,11.910062,0.715146,HO,1,0,1,0,0,0
118,0,4,H,11784,1.0,309835.935586,2402850.252233,309872.24877,2402859.244265,1.0,309854.092178,2402854.748249,37.409945,1.328055,HV,1,0,0,0,1,0
122,0,4,H,11816,1.0,309416.372705,2402917.971305,309436.999777,2402906.255209,1.0,309426.686241,2402912.113257,23.722205,2.087351,HO,1,0,1,0,0,0
123,0,4,H,11817,1.0,309436.999777,2402906.255209,309452.591969,2402902.253929,1.0,309444.795873,2402904.254569,16.097413,1.821997,HV,1,0,1,0,0,0
124,0,4,H,11818,1.0,309716.312673,2402913.995945,309748.844641,2402924.253577,1.0,309732.578657,2402919.124761,34.110819,1.265354,HV,1,0,1,0,0,0
128,0,4,H,11840,1.0,309403.430081,2402929.892425,309409.616705,2402923.476649,1.0,309406.523393,2402926.684537,8.912716,2.374376,HO,1,1,1,0,0,1
129,0,4,H,11841,1.0,309409.616705,2402923.476649,309409.940929,2402921.899817,1.0,309409.778817,2402922.688233,1.60982,2.938802,HP,1,1,1,0,0,1
139,0,4,H,12089,0.0,309896.187138,2403317.496777,309942.249026,2403320.247177,0.0,309919.218082,2403318.871977,46.143929,1.511156,HV,1,0,0,0,1,0
140,0,4,H,12090,1.0,309416.155105,2403301.244457,309435.624705,2403320.758729,1.0,309425.889905,2403311.001593,27.565778,0.784252,HO,1,0,1,0,0,0
143,0,4,H,12140,1.0,309884.376162,2403320.246729,309879.220002,2403330.999145,1.0,309881.798082,2403325.622937,11.924782,2.694451,HO,1,0,0,0,1,0
144,0,4,H,12141,1.0,309879.220002,2403330.999145,309877.845026,2403347.993641,1.0,309878.532514,2403339.496393,17.050028,3.060861,HP,1,0,1,0,0,0
145,0,4,H,12142,1.0,309877.845026,2403347.993641,309879.12365,2403373.004937,1.0,309878.484338,2403360.499289,25.043957,0.051077,HP,1,0,0,0,0,0
148,0,4,H,12179,1.0,309019.845537,2403448.752329,309024.561633,2403431.001321,1.0,309022.203585,2403439.876825,18.366814,2.881911,HP,1,0,0,0,0,0
149,0,4,H,12195,1.0,309071.750913,2403488.502921,309087.439425,2403485.752969,1.0,309079.595169,2403487.127945,15.927701,1.744318,HV,1,0,0,0,1,0
150,0,4,H,12196,1.0,309087.439425,2403485.752969,309104.062849,2403479.249193,1.0,309095.751137,2403482.501081,17.850415,1.94373,HO,1,0,0,0,1,0
151,0,4,H,12203,1.0,308967.032673,2403452.244425,308960.501537,2403506.006537,1.0,308963.767105,2403479.125481,54.157367,3.020703,HP,1,0,1,0,0,0
152,0,4,H,12221,1.0,309538.156993,2403576.748617,309483.625409,2403514.238121,1.0,309510.891201,2403545.493369,82.953335,0.717332,HO,1,0,0,0,1,0
155,0,4,H,12335,1.0,309165.346721,2403459.753321,309178.188065,2403448.507689,1.0,309171.767393,2403454.130505,17.069398,2.290043,HO,1,0,1,0,0,0
156,0,4,H,12336,1.0,309178.188065,2403448.507689,309192.281441,2403442.001769,1.0,309185.234753,2403445.254729,15.522572,2.003279,HO,1,0,1,0,0,0
157,0,4,H,12337,1.0,309192.281441,2403442.001769,309204.189441,2403442.001769,1.0,309198.235441,2403442.001769,11.908,1.570796,HV,1,0,1,0,0,0
158,0,4,H,12338,1.0,309204.189441,2403442.001769,309206.940961,2403445.764585,1.0,309205.565201,2403443.883177,4.661507,0.631386,HO,1,0,0,0,1,0
159,0,4,H,12339,1.0,309118.967905,2403410.499977,309104.062849,2403479.249193,1.0,309111.515377,2403444.874585,70.346396,2.928094,HP,1,0,1,0,0,0
160,0,4,H,12359,1.0,309206.251201,2403241.749385,309230.313281,2403252.996585,1.0,309218.282241,2403247.372985,26.560934,1.133547,HO,1,0,0,0,1,0
161,0,4,H,12360,1.0,309230.313281,2403252.996585,309258.967937,2403274.005321,1.0,309244.640609,2403263.500953,35.531061,0.938154,HO,1,0,0,0,1,0
171,0,5,H,11617,1.0,310360.406946,2402624.24708,310338.874786,2402627.50612,1.0,310349.640866,2402625.8766,21.777402,1.721013,HV,1,0,0,0,1,0
172,0,5,H,11618,1.0,310338.874786,2402627.50612,310308.281538,2402643.496744,1.0,310323.578162,2402635.501432,34.520239,2.052427,HO,1,0,0,0,1,0
174,0,5,H,11643,1.0,309947.501346,2402657.755624,309967.905954,2402657.755624,1.0,309957.70365,2402657.755624,20.404608,1.570796,HV,1,0,1,0,0,0
176,0,5,H,11663,1.0,310218.468034,2402668.493704,310256.032258,2402612.99988,1.0,310237.250146,2402640.746792,67.012204,2.546533,HO,1,1,0,0,1,1
177,0,5,H,11664,1.0,310256.032258,2402612.99988,310282.157026,2402591.247624,1.0,310269.094642,2402602.123752,33.995061,2.265119,HO,1,0,0,0,1,0
178,0,5,H,11665,1.0,310282.157026,2402591.247624,310301.40669,2402581.004296,1.0,310291.781858,2402586.12596,21.805397,2.059817,HO,1,0,0,0,1,0
179,0,5,H,11666,1.0,310301.40669,2402581.004296,310325.24813,2402560.751144,1.0,310313.32741,2402570.87772,31.282654,2.274996,HO,1,0,0,0,1,0
182,0,5,H,11677,1.0,310061.404322,2402684.25124,310047.187138,2402650.757064,1.0,310054.29573,2402667.504152,36.386648,0.401419,HO,1,0,0,0,1,0
184,0,5,H,11686,1.0,310714.876098,2402666.500232,310730.124514,2402699.499656,1.0,310722.500306,2402682.999944,36.352114,0.432855,HO,1,0,1,0,0,0
188,0,5,H,11806,1.0,310727.15453,2402896.754057,310788.437314,2402870.244105,1.0,310757.795922,2402883.499081,66.770931,1.979073,HO,1,0,1,0,0,0
189,0,5,H,11807,1.0,310788.437314,2402870.244105,310794.968162,2402875.003593,1.0,310791.702738,2402872.623849,8.081132,0.941021,HO,1,0,0,0,1,0
190,0,5,H,11861,1.0,310609.250306,2402985.247305,310646.154626,2402951.505705,1.0,310627.702466,2402968.376505,50.004244,2.311456,HO,1,0,1,0,0,0
193,0,5,H,11889,1.0,310609.250306,2402985.247305,310642.373442,2403024.997929,1.0,310625.811874,2403005.122617,51.74219,0.694703,HO,1,0,0,0,1,0
194,0,5,H,11890,1.0,310642.373442,2403024.997929,310671.468002,2403006.999529,1.0,310656.920722,2403015.998729,34.211633,2.124793,HO,1,0,1,0,0,0
207,0,5,H,11947,1.0,310675.249154,2403066.494601,310699.751362,2403096.744073,1.0,310687.500258,2403081.619337,38.927994,0.680812,HO,1,0,0,0,1,0
215,0,5,H,12018,1.0,310412.983586,2403181.338985,310427.433986,2403221.352009,1.0,310420.208786,2403201.345497,42.542404,0.346567,HP,1,0,1,0,0,0
217,0,5,H,12024,1.0,310793.937218,2403204.253961,310809.185442,2403229.745257,1.0,310801.56133,2403216.999609,29.703779,0.539076,HO,1,0,0,0,1,0
218,0,5,H,12036,1.0,309979.249538,2403185.251689,309992.531842,2403186.997737,1.0,309985.89069,2403186.124713,13.396577,1.440089,HV,1,0,1,0,0,0
219,0,5,H,12037,1.0,309992.531842,2403186.997737,310023.468802,2403199.496233,1.0,310008.000322,2403193.246985,33.366269,1.186847,HO,1,0,1,0,0,0
226,0,5,H,12078,1.0,310030.21997,2403312.505993,310067.00061,2403290.753737,1.0,310048.61029,2403301.629865,42.731442,2.104872,HO,1,0,0,0,1,0
229,0,5,H,12127,1.0,310222.001826,2403355.253929,310250.436386,2403344.501289,1.0,310236.219106,2403349.877609,30.399728,1.932329,HO,1,0,0,0,1,0
230,0,5,H,12128,1.0,310136.65693,2403351.994889,310165.87517,2403352.751369,1.0,310151.26605,2403352.373129,29.228031,1.544911,HV,1,0,0,0,1,0
231,0,5,H,12129,1.0,310165.87517,2403352.751369,310178.47021,2403359.749929,1.0,310172.17269,2403356.250649,14.408847,1.063618,HO,1,0,1,0,0,0
235,0,5,H,12181,1.0,310630.697346,2403392.072361,310622.532642,2403403.501769,1.0,310626.614994,2403397.787065,14.04613,2.521294,HO,1,0,0,0,1,0
236,0,5,H,12182,1.0,310622.532642,2403403.501769,310632.624898,2403457.002153,1.0,310627.57877,2403430.251961,54.443959,0.186448,HP,1,0,0,0,1,0
254,0,5,H,12414,1.0,309959.769666,2403318.850089,309999.97053,2403317.496777,1.0,309979.870098,2403318.173433,40.223636,1.604447,HV,1,0,1,0,0,0
258,0,5,H,12423,1.0,310340.820994,2402632.589864,310363.395074,2402628.57764,1.0,310352.108034,2402630.583752,22.927866,1.746695,HV,1,0,0,0,1,0
277,0,6,H,11795,1.0,310996.606435,2402869.973065,311029.718179,2402880.748873,1.0,311013.162307,2402875.360969,34.821052,1.256169,HV,1,0,1,0,0,0
279,0,6,H,11808,1.0,311298.155043,2402813.993768,311298.155043,2402897.001449,1.0,311298.155043,2402855.497609,83.007681,0.0,HP,1,0,0,0,0,0
280,0,6,H,11829,1.0,311236.404803,2402911.245993,311234.199267,2402947.420169,1.0,311235.302035,2402929.333081,36.241349,3.080698,HP,1,0,1,0,0,0
283,0,6,H,11863,1.0,311108.875779,2402986.251209,311134.436515,2402979.747433,1.0,311121.656147,2402982.999321,26.375184,1.819953,HV,1,0,0,0,1,0
284,0,6,H,11899,1.0,311264.000707,2403034.746473,311291.500163,2403037.249161,1.0,311277.750435,2403035.997817,27.613104,1.480038,HV,1,0,0,0,1,0
293,0,6,H,11940,1.0,311321.625987,2403083.503465,311376.845091,2403078.250921,1.0,311349.235539,2403080.877193,55.468357,1.665633,HV,1,0,1,0,0,0
294,0,6,H,11958,1.0,311612.154659,2403125.556361,311656.857347,2403105.295177,1.0,311634.506003,2403115.425769,49.079995,1.996344,HO,1,0,1,0,0,0
295,0,6,H,11959,1.0,311656.857347,2403105.295177,311685.613763,2403100.941641,1.0,311671.235555,2403103.118409,29.084098,1.721049,HV,1,0,0,0,1,0
296,0,6,H,11962,1.0,311608.157507,2403130.500009,311658.000355,2403108.252969,1.0,311633.078931,2403119.376489,54.582417,1.990605,HO,1,0,1,0,0,0
297,0,6,H,11963,1.0,311658.000355,2403108.252969,311684.344963,2403104.251753,1.0,311671.172659,2403106.252361,26.646728,1.721524,HV,1,0,0,0,1,0
303,0,6,H,12004,1.0,311208.657923,2403191.246345,311240.282339,2403190.998953,1.0,311224.470131,2403191.122649,31.625384,1.578619,HV,1,0,1,0,0,0
304,0,6,H,12028,1.0,311315.094883,2403235.754697,311312.592323,2403083.503465,1.0,311313.843603,2403159.629081,152.271798,0.016436,HP,1,0,0,0,0,0
305,0,6,H,12033,1.0,311219.217635,2403219.997161,311231.001251,2403230.749577,1.0,311225.109443,2403225.373369,15.952055,0.831124,HO,1,0,0,0,1,0
306,0,6,H,12034,1.0,311231.001251,2403230.749577,311245.562211,2403236.002121,1.0,311238.281731,2403233.375849,15.479366,1.224597,HV,1,0,0,0,1,0
307,0,6,H,12035,1.0,311245.562211,2403236.002121,311240.282339,2403190.998953,1.0,311242.922275,2403213.500537,45.311833,0.116788,HP,1,0,1,0,0,0
308,0,6,H,12049,1.0,311245.562211,2403236.002121,311259.875747,2403240.992905,1.0,311252.718979,2403238.497513,15.158669,1.235302,HV,1,0,0,0,1,0
309,0,6,H,12050,1.0,311259.875747,2403240.992905,311275.811683,2403242.505897,1.0,311267.843715,2403241.749401,16.007598,1.476138,HV,1,0,0,0,1,0
310,0,6,H,12051,1.0,311275.811683,2403242.505897,311298.031363,2403239.755945,1.0,311286.921523,2403241.130921,22.389203,1.693932,HV,1,0,0,0,1,0
311,0,6,H,12052,1.0,311298.031363,2403239.755945,311308.466691,2403234.505097,1.0,311303.249027,2403237.130521,11.681929,2.036985,HO,1,0,0,0,1,0
316,0,6,H,12091,1.0,311408.373219,2403323.753161,311417.626947,2403254.000489,1.0,311413.000083,2403288.876825,70.363817,3.009698,HP,1,0,0,0,1,0
322,0,6,H,12132,1.0,311112.560611,2403369.251049,311118.280579,2403349.506665,1.0,311115.420595,2403359.378857,20.556233,2.859611,HP,1,0,0,0,1,0
323,0,6,H,12133,1.0,311118.280579,2403349.506665,311114.499395,2403348.750153,1.0,311116.389987,2403349.128409,3.85612,1.373331,HV,1,0,1,0,0,0
324,0,6,H,12134,1.0,311114.499395,2403348.750153,311115.406883,2403343.745001,1.0,311114.953139,2403346.247577,5.086755,2.96223,HP,1,0,0,0,1,0
325,0,6,H,12135,1.0,311115.406883,2403343.745001,311121.126851,2403344.748905,1.0,311118.266867,2403344.246953,5.807397,1.397057,HV,1,0,1,0,0,0
326,0,6,H,12136,1.0,311121.126851,2403344.748905,311126.626755,2403325.004457,1.0,311123.876803,2403334.876681,20.49615,2.869925,HP,1,0,0,0,1,0
329,0,6,H,12157,1.0,311349.249251,2403381.749545,311353.126723,2403366.995945,1.0,311351.187987,2403374.372745,15.254622,2.884589,HP,1,0,0,0,1,0
330,0,6,H,12216,1.0,311030.625827,2403519.247209,311070.156387,2403519.247209,1.0,311050.391107,2403519.247209,39.53056,1.570796,HV,1,0,1,0,0,0
332,0,6,H,12446,1.0,310959.030755,2402812.756808,310966.689411,2402813.746376,1.0,310962.860083,2402813.251592,7.722322,1.442299,HV,1,0,0,0,1,0
333,0,6,H,12447,1.0,310966.689411,2402813.746376,310971.405507,2402819.24628,1.0,310969.047459,2402816.496328,7.245033,0.708825,HO,1,0,1,0,0,0
334,0,6,H,12448,1.0,310971.405507,2402819.24628,310978.844131,2402839.252457,1.0,310975.124819,2402829.249368,21.344326,0.355977,HO,1,0,1,0,0,0
335,0,6,H,12452,1.0,311038.188195,2402946.747977,311051.374179,2402968.500201,1.0,311044.781187,2402957.624089,25.436773,0.544959,HO,1,0,0,0,1,0
341,0,6,H,12461,1.0,311090.093571,2402776.00356,311074.157635,2402791.994152,1.0,311082.125603,2402783.998856,22.575498,2.357906,HO,1,0,1,0,0,0
343,0,6,H,12463,1.0,311092.967203,2402972.996233,311095.717155,2402987.255081,1.0,311094.342179,2402980.125657,14.521604,0.19052,HP,1,0,1,0,0,0
344,0,6,H,12464,1.0,311095.717155,2402987.255081,311108.875779,2402986.251209,1.0,311102.296467,2402986.753145,13.196861,1.646939,HV,1,0,0,0,1,0
345,0,6,H,12465,1.0,311290.248931,2402829.751337,311279.689219,2402835.251209,1.0,311284.969075,2402832.501273,11.906137,2.050973,HO,1,0,0,0,1,0
346,0,6,H,12466,1.0,311279.689219,2402835.251209,311268.001923,2402845.494537,1.0,311273.845571,2402840.372873,15.540871,2.290447,HO,1,0,0,0,1,0
347,0,6,H,12471,1.0,311246.937187,2402898.252713,311236.404803,2402911.245993,1.0,311241.670995,2402904.749353,16.725921,2.46042,HO,1,0,0,0,1,0
348,0,6,H,12472,1.0,311170.217827,2402953.980905,311182.436995,2402952.000489,1.0,311176.327411,2402952.990697,12.378615,1.731474,HV,1,0,0,0,1,0
350,0,6,H,12484,1.0,311580.657955,2402556.50212,311617.438435,2402564.243912,1.0,311599.048195,2402560.373016,37.586421,1.363338,HV,1,0,1,0,0,0
353,0,6,H,12490,1.0,311221.193955,2402925.827689,311236.404803,2402911.245993,1.0,311228.799379,2402918.536841,21.071207,2.33508,HO,1,0,0,0,1,0
357,0,6,H,12494,1.0,311305.937475,2403084.754697,311308.466691,2403234.505097,1.0,311307.202083,2403159.629897,149.771757,0.016888,HP,1,0,0,0,0,0
358,0,6,H,12495,1.0,311359.781603,2403511.753833,311357.155331,2403461.745577,1.0,311358.468467,2403486.749705,50.07717,0.052469,HP,1,0,0,0,0,0
364,0,7,H,11693,1.0,311999.187172,2402568.244136,312040.312772,2402590.243752,1.0,312019.749972,2402579.243944,46.640091,1.079591,HO,1,0,0,0,1,0
365,0,7,H,11694,1.0,312040.312772,2402590.243752,312039.061508,2402601.75268,1.0,312039.68714,2402595.998216,11.576748,3.033297,HP,1,0,0,0,0,0
366,0,7,H,11695,1.0,312039.061508,2402601.75268,312032.626692,2402617.248488,1.0,312035.8441,2402609.500584,16.778764,2.747999,HO,1,0,0,0,0,0
367,0,7,H,11696,1.0,312032.626692,2402617.248488,312031.375428,2402647.003176,1.0,312032.00106,2402632.125832,29.780986,3.099565,HP,1,0,0,0,1,0
368,0,7,H,12047,1.0,312202.780004,2403225.249673,312218.247748,2403240.743273,1.0,312210.513876,2403232.996473,21.892984,0.784563,HO,1,0,0,0,1,0
372,1,1,H,10962,1.0,306795.311199,2401716.006279,306835.501887,2401728.504775,1.0,306815.406543,2401722.255527,42.089236,1.269297,HV,1,0,0,0,1,0
373,1,1,H,10963,1.0,306898.281279,2401710.565479,306900.474879,2401724.871911,1.0,306899.378079,2401717.718695,14.473627,0.152145,HP,1,1,1,0,0,0
374,1,1,H,10964,1.0,306900.474879,2401724.871911,306893.944479,2401741.827879,1.0,306897.209679,2401733.349895,18.170057,2.773963,HO,1,1,1,0,0,1
375,1,1,H,10965,1.0,306900.357311,2401710.526183,306902.422527,2401725.101063,1.0,306901.389919,2401717.813623,14.72047,0.14076,HP,1,1,1,0,0,0
376,1,1,H,10966,1.0,306902.422527,2401725.101063,306896.011135,2401741.867303,1.0,306899.216831,2401733.484183,17.950286,2.776351,HO,1,1,1,0,0,1
377,1,1,H,10969,1.0,306893.944479,2401741.827879,306894.873183,2401742.007463,1.0,306894.408831,2401741.917671,0.945908,1.379783,HV,1,1,0,1,1,0
